x		Analiticno	Forward		Central		CD4		Err_FD		Err_CD		Err_CD4
5.403539	0.63742399	0.64126590	0.63741337	0.63742399	3.841910e-003	1.062368e-005	2.124834e-010
5.466371	0.68454711	0.68818051	0.68453570	0.68454711	3.633404e-003	1.140906e-005	2.281993e-010
5.529203	0.72896863	0.73237919	0.72895648	0.72896863	3.410558e-003	1.214942e-005	2.430034e-010
5.592035	0.77051324	0.77368749	0.77050040	0.77051324	3.174252e-003	1.284182e-005	2.568525e-010
5.654867	0.80901699	0.81194241	0.80900351	0.80901699	2.925418e-003	1.348355e-005	2.696909e-010
5.717699	0.84432793	0.84699297	0.84431385	0.84432793	2.665040e-003	1.407206e-005	2.814602e-010
5.780530	0.87630668	0.87870082	0.87629208	0.87630668	2.394143e-003	1.460504e-005	2.921168e-010
5.843362	0.90482705	0.90694085	0.90481197	0.90482705	2.113798e-003	1.508038e-005	3.016249e-010
5.906194	0.92977649	0.93160160	0.92976099	0.92977649	1.825111e-003	1.549620e-005	3.099404e-010
5.969026	0.95105652	0.95258574	0.95104067	0.95105652	1.529221e-003	1.585086e-005	3.170370e-010
6.031858	0.96858316	0.96981046	0.96856702	0.96858316	1.227296e-003	1.614297e-005	3.228789e-010
6.094690	0.98228725	0.98320778	0.98227088	0.98228725	9.205274e-004	1.637137e-005	3.274472e-010
6.157522	0.99211470	0.99272483	0.99209817	0.99211470	6.101258e-004	1.653516e-005	3.307217e-010
6.220353	0.99802673	0.99832404	0.99801009	0.99802673	2.973163e-004	1.663370e-005	3.326930e-010
6.283185	1.00000000	0.99998333	0.99998333	1.00000000	1.666658e-005	1.666658e-005	3.333506e-010
